ortho	qx	af	elegans
OG0012504	QX1410.g1445.2	CBG12133.1	T08B1.6.1
OG0012505	QX1410.g1446.1	CBG12134.1	F36H9.5.1
OG0012506	QX1410.g1450.3	CBG12139a.1	T08B1.2c.1
OG0012507	QX1410.g1451.1	CBG12141.1	T08B1.4b.1
OG0012508	QX1410.g1452.1	CBG12142a.1	T08B1.1b.1
OG0012509	QX1410.g1453.3	CBG12144.1	F59A7.5c.1
OG0012510	QX1410.g1454.1	CBG30512.1	F59A7.14.1
OG0012511	QX1410.g1455.1	CBG12147.1	Y40B10A.5d.1
OG0012512	QX1410.g1461.2	CBG12153a.1	Y40B10A.1a.1
OG0012513	QX1410.g1462.1	CBG12154.1	Y40B10A.9a.1
OG0012514	QX1410.g1463.1	CBG30513.1	Y46H3D.1.1
OG0012515	QX1410.g1464.1	CBG12156.1	F36F12.3d.1
OG0012516	QX1410.g1465.1	CBG12157.1	F36F12.1a.1
OG0012517	QX1410.g1469.1, QX1410.g1504.1	CBG30898.1	NA
OG0012518	QX1410.g1472.4	CBG12166.1	C27D8.2.1
OG0012519	QX1410.g1475.1	CBG12168.1	F54E2.1.1
OG0012520	QX1410.g1476.1	CBG27001.1	C31B8.1.1
OG0012521	QX1410.g1480.1	CBG21997.1, CBG21999.1	NA
OG0012522	QX1410.g1481.1	CBG21995.1, CBG21998.1	NA
OG0012523	QX1410.g1488.1	CBG21990.1, CBG21996.1	NA
OG0012524	QX1410.g1508.1	CBG01185.1, CBG17870.1	NA
OG0012525	QX1410.g1512.2	CBG17874.1	F22F7.7a.2
OG0012526	QX1410.g1513.1	CBG17875.1	K10C9.3.1
OG0012527	QX1410.g1515.1	CBG17878.1	K10C9.1.1
OG0012528	QX1410.g1516.1	CBG17880.1	Y50D4C.3a.1
OG0012529	QX1410.g1517.1	CBG17881.1	Y50D4C.6a.1
OG0012530	QX1410.g1518.2	CBG17882b.1	Y50D4C.4a.1
OG0012531	QX1410.g1520.2	CBG17885.1	Y50D4C.1a.1
OG0012532	QX1410.g1521.1	CBG17886.1	Y50D4C.5a.1
OG0012533	QX1410.g1524.3	CBG17889a.1	R09A1.3.1
OG0012534	QX1410.g1525.4	CBG17890a.1	C02E11.1b.1
OG0012535	QX1410.g1526.1	CBG17891b.1	R09A1.5a.1
OG0012536	QX1410.g1527.1	CBG17892.1	H24K24.3b.1
OG0012537	QX1410.g1528.1	CBG17893.1	H24K24.4a.1
OG0012538	QX1410.g1530.1	CBG17894.1	T02B11.7.1
OG0012539	QX1410.g1531.1	CBG17895.1	T02B11.6.1
OG0012540	QX1410.g1533.1	CBG17897.1	T02B11.9.1
OG0012541	QX1410.g1546.1	CBG17911.1	F48G7.4.1
OG0012542	QX1410.g1547.1	CBG17912.1, CBG17913.1	NA
OG0012543	QX1410.g1576.1	CBG06279.1	F02C9.4.1
OG0012544	QX1410.g1584.1	CBG06286.1	C07G3.10.1
OG0012545	QX1410.g1591.1	CBG06298.1	F59A7.3.1
OG0012546	QX1410.g1603.6	CBG06318.1	F54E2.3g.1
OG0012547	QX1410.g1604.1	CBG06322.1	R05D8.10.1
OG0012548	QX1410.g1615.1, QX1410.g2045.1	CBG06331.1	NA
OG0012549	QX1410.g1616.2	CBG06332.1	C05E4.1.2
OG0012550	QX1410.g1617.1	CBG06333.1	C05E4.3.1
OG0012551	QX1410.g1618.1	CBG06334.1	C05E4.4a.1
OG0012552	QX1410.g1619.1	CBG06335.1	C05E4.9a.1
OG0012553	QX1410.g1620.1	CBG06336.1	H24O09.1a.1
OG0012554	QX1410.g1630.1, QX1410.g3963.1	CBG06346.1	NA
OG0012555	QX1410.g1631.2	CBG06347.1	Y32G9A.4.1
OG0012556	QX1410.g1654.1	CBG06369.1	B0348.5a.1
OG0012557	QX1410.g1655.3	CBG06370.1	B0348.6b.1
OG0012558	QX1410.g1657.4	CBG06373a.1	B0348.4d.1
OG0012559	QX1410.g1658.1	CBG06375.1	K09C6.9.1
OG0012560	QX1410.g1663.3	CBG06378.1	T01G6.6b.1
OG0012561	QX1410.g1670.1	CBG06387.1	T01G6.8.1
OG0012562	QX1410.g1692.1	CBG06417.1	R09B5.11.1
OG0012563	QX1410.g1693.1	CBG06418.1	R12A1.4.1
OG0012564	QX1410.g1694.1	CBG06419.1	R12A1.3a.1
OG0012565	QX1410.g1695.4	CBG06421.1	R12A1.2a.1
OG0012566	QX1410.g1697.1	CBG06424.1	Y75B7AL.1a.1
OG0012567	QX1410.g1699.2	CBG06425b.1	Y75B7AL.3.3
OG0012568	QX1410.g1702.1	CBG06429.1	Y75B7AR.1.1
OG0012569	QX1410.g1704.3	CBG06431b.1	DC2.3b.1
OG0012570	QX1410.g1705.1	CBG30609.1	DC2.8.1
OG0012571	QX1410.g1706.2	CBG06432.1	Y108G3AL.7b.1
OG0012572	QX1410.g1708.3	CBG06434a.1	Y108G3AL.1a.2
OG0012573	QX1410.g1709.1	CBG06437.1	Y108G3AL.2.2
OG0012574	QX1410.g1711.3	CBG06439.1	W03F9.5.3
OG0012575	QX1410.g1712.1	CBG06436.1	Y108G3AL.3a.1
OG0012576	QX1410.g1713.2	CBG06440.1	F56E10.2a.1
OG0012577	QX1410.g1714.1	CBG06446.1	F56E10.4.1
OG0012578	QX1410.g1715.4	CBG06447b.1	F56E10.1b.1
OG0012579	QX1410.g1717.1	CBG06449.1	W03F9.1a.1
OG0012580	QX1410.g1719.1	CBG06451.1	Y38C9B.2.1
OG0012581	QX1410.g1720.1	CBG06452.1	W03F9.11.1
OG0012582	QX1410.g1722.1	CBG06454.1	W03F9.2a.1
OG0012583	QX1410.g1723.2	CBG06455.1	W03F9.4a.1
OG0012584	QX1410.g1726.2	CBG06459b.1	C31B8.8.1
OG0012585	QX1410.g1731.1	CBG06464.1	F37B4.1.1
OG0012586	QX1410.g1732.1	CBG06465.1	F37B4.8.1
OG0012587	QX1410.g1735.2	CBG06468.1	F37B4.2.1
OG0012588	QX1410.g1747.1	CBG06486.1	K04F1.12b.1
OG0012589	QX1410.g1750.1	CBG06491.1	C17E7.3a.1
OG0012590	QX1410.g1752.1	CBG06494.1	C17E7.13.1
OG0012591	QX1410.g1755.1	CBG06500.1	C17E7.7a.1
OG0012592	QX1410.g1757.1	CBG06502.1	F47C10.4.1
OG0012593	QX1410.g1759.1	CBG06505.1, CBG06508.1	NA
OG0012594	QX1410.g1760.1	CBG30902.1, CBG30903.1	NA
OG0012595	QX1410.g1768.2, QX1410.g1769.1, QX1410.g1770.1	NA	NA
OG0012596	QX1410.g1791.3	CBG06550.1	ZK697.2a.1
OG0012597	QX1410.g1803.2	CBG25142.1	R09B5.9.1
OG0012598	QX1410.g1804.1	CBG06563.1	R09B5.8.1
OG0012599	QX1410.g1806.1	CBG06565.1	R09B5.12a.1
OG0012600	QX1410.g1807.1	CBG06566.1	R09B5.6.1
OG0012601	QX1410.g1811.1	CBG06570.1	F53E2.1a.1
OG0012602	QX1410.g1812.2	CBG31154.1	F53E2.2.1
OG0012603	QX1410.g1814.2	CBG06575.1	C38C3.4b.1
OG0012604	QX1410.g1815.1	CBG06577.1	C38C3.6b.1
OG0012605	QX1410.g1816.1	CBG30601.1	C38C3.10.1
OG0012606	QX1410.g1831.1	CBG06591.1	F52F10.2.1
OG0012607	QX1410.g1832.1	CBG06594.1	F16B4.8a.1
OG0012608	QX1410.g1833.1	CBG06595.1	F16B4.5b.1
OG0012609	QX1410.g1837.3	CBG06599.1, CBG06609.1	NA
OG0012610	QX1410.g1841.1	CBG06613.1	F16B4.10.1
OG0012611	QX1410.g1846.1	CBG06616.1	F53E10.2b.1
OG0012612	QX1410.g1847.1	CBG06617.1	F53E10.6.1
OG0012613	QX1410.g1848.1	CBG06618.1	F53E10.4a.1
OG0012614	QX1410.g1849.1	CBG06620.1	C29G2.6.1
OG0012615	QX1410.g1850.1	CBG06621.1	C29G2.3.1
OG0012616	QX1410.g1851.1	CBG06622.1	Y51H4A.8.1
OG0012617	QX1410.g1861.2	CBG06632b.1	F16B3.3b.1
OG0012618	QX1410.g1862.1	CBG06633.1	F16B3.2.1
OG0012619	QX1410.g1863.2	CBG06635b.1	F16B3.1b.1
OG0012620	QX1410.g1864.6	CBG06636b.1	W02G9.5a.1
OG0012621	QX1410.g1865.2	CBG06637.1	W02H5.8.1
OG0012622	QX1410.g1866.1	CBG06638.1	W02H5.2.1
OG0012623	QX1410.g1867.1	CBG06639.1	W02G9.1.1
OG0012624	QX1410.g1868.2	CBG06640.1	W02G9.4a.1
OG0012625	QX1410.g1869.1	CBG06641.1	W02G9.3.1
OG0012626	QX1410.g1870.1	CBG06642.1	W02G9.2b.1
OG0012627	QX1410.g1871.1	CBG06643.1	Y45G12B.3a.2
OG0012628	QX1410.g1872.2	CBG06644.1	Y45G12B.2a.1
OG0012629	QX1410.g1873.2	CBG06645.1	Y45G12B.1.1
OG0012630	QX1410.g1874.1	CBG06646.1	C24B9.3.1
OG0012631	QX1410.g1877.1	CBG06649.1, CBG26984.1	NA
OG0012632	QX1410.g1882.2	CBG06655.1	F59B1.9a.1
OG0012633	QX1410.g1884.1	CBG06657.1	F59B1.2.1
OG0012634	QX1410.g1888.1	CBG06662.1	W08A12.3a.1
OG0012635	QX1410.g1889.4	CBG06663a.1	W08A12.1a.1
OG0012636	QX1410.g1891.1	CBG06665.1	T27C4.1.1
OG0012637	QX1410.g1892.1	CBG06666.1	T27C4.2a.1
OG0012638	QX1410.g1893.1	CBG06668.1	Y39H10A.3a.1
OG0012639	QX1410.g1894.2	CBG06669.1	Y39H10A.6a.1
OG0012640	QX1410.g1896.1	CBG06671.1	T15H9.3.1
OG0012641	QX1410.g1898.1	CBG06673.1	C56A3.8a.1
OG0012642	QX1410.g1900.1	CBG06676.1	C56A3.7a.1
OG0012643	QX1410.g1901.2	CBG06677.1	C56A3.6a.1
OG0012644	QX1410.g1902.1	CBG06678.1	C56A3.5.1
OG0012645	QX1410.g1903.1	CBG06679.1	C56A3.4a.1
OG0012646	QX1410.g1905.1	CBG06682b.1	C56A3.3b.1
OG0012647	QX1410.g1906.1	CBG06683.1	C56A3.2a.1
OG0012648	QX1410.g1907.1	CBG06684.1	R11G10.3.1
OG0012649	QX1410.g1908.1	CBG06685.1	R11G10.2.1
OG0012650	QX1410.g1911.1	CBG06689.1	T10G3.5a.1
OG0012651	QX1410.g1912.2	CBG06690b.1	T10G3.3.2
OG0012652	QX1410.g1913.1	CBG06691.1	T10G3.4a.1
OG0012653	QX1410.g1914.1	CBG06692.1	T10G3.2.1
OG0012654	QX1410.g1915.1	CBG06693.1	T10G3.8.2
OG0012655	QX1410.g1916.2	CBG06695b.1	T10G3.1.1
OG0012656	QX1410.g1917.1	CBG06696.1	F25H9.7a.1
OG0012657	QX1410.g1918.1	CBG06697.1	F25H9.6.1
OG0012658	QX1410.g1919.3	CBG06698.1	F25H9.5a.1
OG0012659	QX1410.g1920.1	CBG06699.1	F25H9.4.1
OG0012660	QX1410.g1921.1	CBG06700.1	F25H9.2.1
OG0012661	QX1410.g1923.5	CBG06703a.1	Y2H9A.4b.1
OG0012662	QX1410.g1927.1	CBG06707.1	H04M03.1.1
OG0012663	QX1410.g1931.1	CBG06714.1	F53F1.7.1
OG0012664	QX1410.g1935.1	CBG06720.1	F53F1.3.1
OG0012665	QX1410.g1936.2	CBG06721a.1	F53F1.2.1
OG0012666	QX1410.g1937.1	CBG06722.1	F53F1.1.1
OG0012667	QX1410.g1938.1	CBG06725c.1	M04G12.4c.1
OG0012668	QX1410.g1940.1	CBG06727.1	M04G12.2.1
OG0012669	QX1410.g1941.1	CBG06728b.1	M04G12.1a.1
OG0012670	QX1410.g1943.1	CBG06731.1	T24A6.8a.1
OG0012671	QX1410.g1946.1	CBG17501.1	F32H5.4.1
OG0012672	QX1410.g1947.1	CBG17499.1	F32H5.1.1
OG0012673	QX1410.g1949.1	CBG17497b.1	F32H5.7a.1
OG0012674	QX1410.g1950.1	CBG06736.1	C50B6.11.1
OG0012675	QX1410.g1951.1	CBG06737.1	C50B6.10.1
OG0012676	QX1410.g1952.1	CBG06738.1	C50B6.9.1
OG0012677	QX1410.g1957.1	CBG06741.1	C50B6.7.1
OG0012678	QX1410.g1958.1	CBG06742.1	C50B6.6.1
OG0012679	QX1410.g1961.1	CBG06745.1	C50B6.3b.1
OG0012680	QX1410.g1963.1	CBG27373.1	C50B6.1.1
OG0012681	QX1410.g1966.1	CBG06751.1	C26E1.2a.1
OG0012682	QX1410.g1967.1	CBG06752a.1	C26E1.3.1
OG0012683	QX1410.g1972.1	CBG06757.1	C50H2.6.1
OG0012684	QX1410.g1978.1	CBG06763.1	C10G8.8a.1
OG0012685	QX1410.g1979.1	CBG06764.1	C10G8.7.1
OG0012686	QX1410.g1980.1	CBG06765a.1	C10G8.6.1
OG0012687	QX1410.g1982.1	CBG06766.1	C10G8.3.1
OG0012688	QX1410.g1987.3	CBG06769b.1	C10G8.5a.1
OG0012689	QX1410.g1990.1	CBG06775.1	B0238.9.1
OG0012690	QX1410.g1991.2	CBG06776b.1	B0238.10.2
OG0012691	QX1410.g1993.1	CBG06777.1	B0238.11.1
OG0012692	QX1410.g1994.1	CBG06778.1	B0238.12.1
OG0012693	QX1410.g2004.1	CBG08704.1	Y49G5B.1.2
OG0012694	QX1410.g2005.1	CBG08701.1	Y47A7.1.1
OG0012695	QX1410.g2006.1	CBG08700b.1	Y47A7.2.1
OG0012696	QX1410.g2008.1	CBG08872.1	T19H12.12.1
OG0012697	QX1410.g2025.1	CBG08683.1	F14F9.5.1
OG0012698	QX1410.g2026.1	CBG08682.1	C04F5.1.1
OG0012699	QX1410.g2027.1	CBG08681.1	C04F5.9.1
OG0012700	QX1410.g2030.1	CBG08678.1	C04F5.8.1
OG0012701	QX1410.g2035.1	CBG08671.1	C04F5.2b.1
OG0012702	QX1410.g2036.1	CBG08670.1	Y58A7A.6.1
OG0012703	QX1410.g2039.1	CBG08664b.1	Y58A7A.1b.1
OG0012704	QX1410.g2040.2	CBG08663b.1	K11D12.10c.1
OG0012705	QX1410.g2041.1	CBG08662.1	K11D12.1.1
OG0012706	QX1410.g2042.1	CBG08659.1	K11D12.12.1
OG0012707	QX1410.g2043.1	CBG08658.1	K11D12.2.1
OG0012708	QX1410.g2046.1	CBG08656.1	K11D12.9.1
OG0012709	QX1410.g2047.1	CBG08655.1	K11D12.8.1
OG0012710	QX1410.g2048.1	CBG08654.1	K11D12.11.3
OG0012711	QX1410.g2051.1	CBG08651.1	K11D12.6.1
OG0012712	QX1410.g2053.1	CBG08649.1	K11D12.13.1
OG0012713	QX1410.g2054.1	CBG08648.1	K11D12.5.1
OG0012714	QX1410.g2062.1	CBG08640.1	C13D9.9.1
OG0012715	QX1410.g2073.1	CBG27007.1	Y97E10B.4.1
OG0012716	QX1410.g2074.1	CBG08631.1	Y97E10B.3.1
OG0012717	QX1410.g2075.1	CBG08630.1	Y97E10B.2.1
OG0012718	QX1410.g2076.1	CBG08629.1	Y97E10B.7a.1
OG0012719	QX1410.g2080.1	CBG08624a.1	Y97E10B.10.1
OG0012720	QX1410.g2082.1	CBG30948.1	F26D11.13.1
OG0012721	QX1410.g2083.1	CBG30947.1	F26D11.12.1
OG0012722	QX1410.g2084.1	CBG08621.1	F26D11.6.1
OG0012723	QX1410.g2088.1	CBG08618.1	F26D11.2.1
OG0012724	QX1410.g2089.1	CBG08617c.1	F26D11.10b.1
OG0012725	QX1410.g2091.6	CBG08615b.1	F26D11.11c.1
OG0012726	QX1410.g2093.1	CBG08614.1	F26D11.1.1
OG0012727	QX1410.g2094.1	CBG08613.1	Y97E10AL.3.1
OG0012728	QX1410.g2095.1	CBG08612.1	Y97E10AL.2.1
OG0012729	QX1410.g2096.1	CBG08611.1	Y97E10AL.1.1
OG0012730	QX1410.g2097.3	CBG08610.1	F57A8.6.1
OG0012731	QX1410.g2098.1	CBG08609.1	F57A8.7.1
OG0012732	QX1410.g2099.1	CBG08606.1	R04B5.3.1
OG0012733	QX1410.g2101.1	CBG30625.1	R04B5.4b.1
OG0012734	QX1410.g2104.1	CBG24765.1, CBG31468.1	NA
OG0012735	QX1410.g2105.1	CBG24766.1	R04B5.8.1
OG0012736	QX1410.g2107.1	CBG26752.1	C08B6.14.1
OG0012737	QX1410.g2116.1	CBG08600.1	ZC443.4.1
OG0012738	QX1410.g2117.1	CBG08598.1	ZC443.3.1
OG0012739	QX1410.g2118.2	CBG08597.1	ZC443.2.1
OG0012740	QX1410.g2119.1	CBG08596.1	ZC443.1.1
OG0012741	QX1410.g2126.2	CBG08591.1	ZC455.10.1
OG0012742	QX1410.g2127.1	CBG08590.1	ZC455.7b.1
OG0012743	QX1410.g2129.2	CBG08588.1	ZC455.1c.1
OG0012744	QX1410.g2130.1	CBG08586.1	F18E2.4.1
OG0012745	QX1410.g2132.1	CBG08584.1	F18E2.3.1
OG0012746	QX1410.g2136.2	CBG08581.1	F18E2.1a.1
OG0012747	QX1410.g2137.1	CBG08580b.1	F18E2.5b.1
OG0012748	QX1410.g2138.1	CBG30992.1	C15C8.8.1
OG0012749	QX1410.g2139.1	CBG08579.1	C15C8.6.1
OG0012750	QX1410.g2140.1	CBG08578.1	C15C8.5.1
OG0012751	QX1410.g2141.1	CBG08577.1	C15C8.4.1
OG0012752	QX1410.g2142.1	CBG08576.1	C15C8.7.1
OG0012753	QX1410.g2144.1	CBG08574.1	C15C8.2.1
OG0012754	QX1410.g2145.1	CBG08573.1	C15C8.1.1
OG0012755	QX1410.g2146.1	CBG08572.1	R11D1.11.1
OG0012756	QX1410.g2147.2	CBG08571b.1	R11D1.10a.1
OG0012757	QX1410.g2148.1	CBG08570.1	R11D1.9.1
OG0012758	QX1410.g2149.2	CBG08569a.1	R11D1.8.2
OG0012759	QX1410.g2150.2	CBG30521.1	R11D1.13.1
OG0012760	QX1410.g2151.1	CBG08568.1	R11D1.12a.1
OG0012761	QX1410.g2152.1	CBG08566.1	R11D1.7.1
OG0012762	QX1410.g2158.1	CBG08559.1	R11D1.1b.1
OG0012763	QX1410.g2159.4	CBG08558.1	K10C8.3a.1
OG0012764	QX1410.g2160.1	CBG08557.1	K10C8.4.1
OG0012765	QX1410.g2161.2	CBG08556a.1	K10C8.1.1
OG0012766	QX1410.g2162.1	CBG08555.1	K10C8.2b.1
OG0012767	QX1410.g2166.1	CBG08550.1	W05B10.4.1
OG0012768	QX1410.g2167.1	CBG08549.1	W05B10.3.1
OG0012769	QX1410.g2168.1	CBG08548.1	W05B10.2.1
OG0012770	QX1410.g2169.1	CBG08546.1	F56H9.5.1
OG0012771	QX1410.g2170.1	CBG31008.1	W05B10.6.1
OG0012772	QX1410.g2172.1	CBG08543.1	F56H9.2a.1
OG0012773	QX1410.g2176.1, QX1410.g2182.1	CBG31023.1	NA
OG0012774	QX1410.g2188.1	CBG08532.1	F56H9.6.1
OG0012775	QX1410.g2190.2	CBG08530.1	ZC116.3.1
OG0012776	QX1410.g2191.1	CBG30522.1	F56H9.9.1
OG0012777	QX1410.g2192.1	CBG08529.1	ZC116.2.1
OG0012778	QX1410.g2194.1	CBG08526.1	ZC116.5.1
OG0012779	QX1410.g2195.1	CBG08525.1	C14C10.6.1
OG0012780	QX1410.g2196.2	CBG08524a.1	C14C10.5a.1
OG0012781	QX1410.g2198.1	CBG23539.2	C14C10.3a.1
OG0012782	QX1410.g2199.1	CBG23538.1	C14C10.4.1
OG0012783	QX1410.g2200.1	CBG23537.1	C14C10.2a.1
OG0012784	QX1410.g2201.1	CBG23536.1	C14C10.7.1
OG0012785	QX1410.g2202.1	CBG23535.1	C14C10.1.1
OG0012786	QX1410.g2203.6	CBG23534c.1	E02A10.3d.1
OG0012787	QX1410.g2204.2	CBG23530a.1	E02A10.2a.1
OG0012788	QX1410.g2205.2	CBG23529.1	E02A10.4.1
OG0012789	QX1410.g2206.1	CBG23528.1	E02A10.1.1
OG0012790	QX1410.g2207.1	CBG23527.1	F45D3.5.1
OG0012791	QX1410.g2208.4	CBG23525.1	F45D3.4a.1
OG0012792	QX1410.g2209.2	CBG23524.1	F45D3.3.1
OG0012793	QX1410.g2210.1	CBG23522.1	F45D3.2b.1
OG0012794	QX1410.g2212.1	CBG23519.1	C13C12.2.3
OG0012795	QX1410.g2213.2	CBG23517.1	C13C12.1b.1
OG0012796	QX1410.g2214.1	CBG23516.1	T28H10.3.1
OG0012797	QX1410.g2215.1	CBG23515.1	T28H10.2.1
OG0012798	QX1410.g2217.1	CBG23512.1	T28H10.4.1
OG0012799	QX1410.g2218.1	CBG23511.1	T28H10.1a.1
OG0012800	QX1410.g2219.1	CBG23510d.1	W04D2.6c.1
OG0012801	QX1410.g2220.2	CBG23509.1	W04D2.4.1
OG0012802	QX1410.g2221.1	CBG23508.1	W04D2.5.1
OG0012803	QX1410.g2222.1	CBG23507.1	W04D2.3b.1
OG0012804	QX1410.g2223.1	CBG23505.1	W04D2.2a.1
OG0012805	QX1410.g2224.1	CBG23504.1	W04D2.1a.1
OG0012806	QX1410.g2225.2	CBG23501b.1	F28C1.3a.1
OG0012807	QX1410.g2226.1	CBG23499b.1	F28C1.2b.1
OG0012808	QX1410.g2227.2	CBG23497.1	F28C1.1.1
OG0012809	QX1410.g2228.1	CBG23496.1	C54D10.10.1
OG0012810	QX1410.g2229.2	CBG23495.1	C54D10.9.1
OG0012811	QX1410.g2233.2	CBG23491.1	C54D10.7.1
OG0012812	QX1410.g2234.1	CBG23490.1	C54D10.14a.1
OG0012813	QX1410.g2236.1	CBG30951.1	C54D10.13.1
OG0012814	QX1410.g2237.1	CBG23488.1	C54D10.5.1
OG0012815	QX1410.g2238.1	CBG23486a.1	C54D10.4.1
OG0012816	QX1410.g2250.2	CBG23474.1	K01D12.5.1
OG0012817	QX1410.g2251.1	CBG23471a.1	K01D12.4b.1
OG0012818	QX1410.g2254.1	CBG23468.1	F23H12.7a.1
OG0012819	QX1410.g2255.2	CBG23466.1	F23H12.6.1
OG0012820	QX1410.g2257.1	CBG23464.1	F23H12.5.1
OG0012821	QX1410.g2260.2	CBG23461.1	F23H12.4a.1
OG0012822	QX1410.g2261.2	CBG27032c.1	F23H12.3a.1
OG0012823	QX1410.g2262.1	CBG23459.1	F23H12.1.1
OG0012824	QX1410.g2263.1	CBG23458.1	C55A6.11.1
OG0012825	QX1410.g2264.1	CBG23457.1	F23H12.2.1
OG0012826	QX1410.g2266.1	CBG23453b.1	R04F11.4b.1
OG0012827	QX1410.g2267.1	CBG23452.1	R04F11.2.3
OG0012828	QX1410.g2268.1	CBG23451.1	R04F11.5.1
OG0012829	QX1410.g2269.1	CBG23450.1	R04F11.3.1
OG0012830	QX1410.g2270.1	CBG23449.1	R04F11.1.1
OG0012831	QX1410.g2271.2	CBG23448a.1	C51F7.1.1
OG0012832	QX1410.g2272.1	CBG23446b.1	F55C5.9.1
OG0012833	QX1410.g2283.1	CBG23435.1	F55C5.8.1
OG0012834	QX1410.g2284.1	CBG23434a.1	F55C5.7a.1
OG0012835	QX1410.g2287.1	CBG23430.1	F55C5.11.1
OG0012836	QX1410.g2288.1	CBG23429.1	F55C5.4.1
OG0012837	QX1410.g2289.1	CBG23428.1	F55C5.5.1
OG0012838	QX1410.g2290.1	CBG23427.1	F55C5.3.1
OG0012839	QX1410.g2294.1	CBG23424.1	T04H1.8.1
OG0012840	QX1410.g2295.4	CBG23423.1	T04H1.7.1
OG0012841	QX1410.g2296.1	CBG31172.1	T04H1.12.1
OG0012842	QX1410.g2297.1	CBG23422.1	T04H1.6.1
OG0012843	QX1410.g2298.1	CBG23421.1	T04H1.5.1
OG0012844	QX1410.g2299.4	CBG23420.1	T04H1.4b.1
OG0012845	QX1410.g2300.1	CBG23419.1	T04H1.2.1
OG0012846	QX1410.g2301.1	CBG23418.1	T04H1.3.1
OG0012847	QX1410.g2307.4	CBG23411.1	K12F2.2a.1
OG0012848	QX1410.g2309.1	CBG23406.1	ZK836.2a.1
OG0012849	QX1410.g2310.1	CBG23407.1	ZK836.1.1
OG0012850	QX1410.g2311.1	CBG23405b.1	ZK836.3.1
OG0012851	QX1410.g2312.1	CBG23404.1	ZK863.7a.1
OG0012852	QX1410.g2313.2	CBG23403.1	ZK863.6.2
OG0012853	QX1410.g2314.1	CBG23402.1	ZK863.8.1
OG0012854	QX1410.g2315.1	CBG23401.1	ZK863.5.1
OG0012855	QX1410.g2317.1	CBG23399.1	ZK863.3.1
OG0012856	QX1410.g2318.2	CBG23398.1	ZK863.1.1
OG0012857	QX1410.g2319.1	CBG23397.1	ZK863.2.1
OG0012858	QX1410.g2322.3	CBG23394.1	C27A7.5c.1
OG0012859	QX1410.g2324.1	CBG23393.1	C27A7.8b.1
OG0012860	QX1410.g2325.1	CBG23392.1	C27A7.4.1
OG0012861	QX1410.g2326.1	CBG23391.1	C27A7.3a.1
OG0012862	QX1410.g2327.3	CBG23390.1	C27A7.1a.1
OG0012863	QX1410.g2329.1	CBG23387.1	C13C4.6.1
OG0012864	QX1410.g2330.2	CBG23386.1	C13C4.7.1
OG0012865	QX1410.g2332.1	CBG23385.1	C13C4.5.1
OG0012866	QX1410.g2333.1	CBG23384.1	C13C4.4.1
OG0012867	QX1410.g2334.1	CBG23383.1	C13C4.3a.1
OG0012868	QX1410.g2336.1	CBG23381.1	C13C4.1.1
OG0012869	QX1410.g2339.1	CBG23379.1	R07B7.16.1
OG0012870	QX1410.g2341.1	CBG23374.1	R07B7.12a.1
OG0012871	QX1410.g2342.2	CBG23373.1	R07B7.11.1
OG0012872	QX1410.g2343.1	CBG23372.1	R07B7.10.1
OG0012873	QX1410.g2347.1	CBG23368.1	R07B7.5.1
OG0012874	QX1410.g2348.1	CBG23367.1	R07B7.4b.1
OG0012875	QX1410.g2349.1	CBG23366.1	R07B7.3a.1
OG0012876	QX1410.g2350.1	CBG23365.1	R07B7.1.1
OG0012877	QX1410.g2351.1	CBG23364.1	F10C2.7.1
OG0012878	QX1410.g2353.1	CBG23362.1	F10C2.6.1
OG0012879	QX1410.g2354.1	CBG23361.1	F10C2.5.1
OG0012880	QX1410.g2355.1	CBG23360.1	F10C2.4.1
OG0012881	QX1410.g2356.1	CBG23358.1	F10C2.2.1
OG0012882	QX1410.g2357.2	CBG23354b.1	F57F5.5c.1
OG0012883	QX1410.g2358.2	CBG23353a.1	F57F5.4a.1
OG0012884	QX1410.g2359.1	CBG23352.1	F57F5.3.1
OG0012885	QX1410.g2360.2	CBG23351.1	F57F5.1.1
OG0012886	QX1410.g2361.1	CBG23350.1	F57F5.2c.1
OG0012887	QX1410.g2362.1	CBG23349.1	C52E4.7.1
OG0012888	QX1410.g2363.2	CBG23348.1	C52E4.6a.1
OG0012889	QX1410.g2364.1	CBG23347.1	C52E4.5.1
OG0012890	QX1410.g2365.1	CBG23346.1	C52E4.4.1
OG0012891	QX1410.g2366.1	CBG23345a.1	C52E4.3.1
OG0012892	QX1410.g2367.1	CBG23344.1	C52E4.2c.1
OG0012893	QX1410.g2369.1	CBG23341a.1	F58H1.7a.1
OG0012894	QX1410.g2370.1	CBG23340.1	F58H1.5.1
OG0012895	QX1410.g2372.1	CBG23335.1	F58H1.4.1
OG0012896	QX1410.g2373.1	CBG23334.1	F58H1.8.1
OG0012897	QX1410.g2374.1	CBG23332.1	F58H1.3a.1
OG0012898	QX1410.g2375.1	CBG23330.1	F58H1.1.1
OG0012899	QX1410.g2376.1	CBG23331.1	F58H1.2.1
OG0012900	QX1410.g2377.1	CBG23329.1	R31.3.1
OG0012901	QX1410.g2378.3	CBG23328b.1	R31.2a.1
OG0012902	QX1410.g2379.2	CBG23326a.1	R31.1a.1
OG0012903	QX1410.g2380.2	CBG23325a.1	K12G11.6.1
OG0012904	QX1410.g2381.1	CBG23324.1	F38B7.3.1
